,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
0,1,Barry Sanders*+,DET,RB,23,15,15,0,0,0,0,0,342,1548,4.53,16,41,307,7.49,1,5,0,17,,,283,323.5,332.0,303.0,169,1,1
1,2,Thurman Thomas*+,BUF,RB,25,15,15,0,0,0,0,0,288,1407,4.89,7,62,631,10.18,5,5,,12,,,271,332.8,341.3,301.8,157,2,2
2,3,Emmitt Smith*,DAL,RB,22,16,16,0,0,0,0,0,365,1563,4.28,12,49,258,5.27,1,8,,13,,,252,301.1,311.1,276.6,138,3,3
3,4,Jim Kelly*+,BUF,QB,31,15,15,304,474,3844,33,17,20,45,2.25,1,0,0,,0,6,,1,,,256,256.3,279.3,273.3,105,1,4
4,5,Jerry Rice*,SFO,WR,29,16,16,0,0,0,0,0,1,2,2.00,0,80,1206,15.08,14,1,,14,,,204,283.8,287.3,243.8,102,1,5
5,6,Rod Bernstine,SDG,TE,26,13,8,1,1,11,1,0,159,766,4.82,8,11,124,11.27,0,1,,8,,,140,151.4,157.9,145.9,96,1,6
6,7,Michael Irvin*+,DAL,WR,25,16,16,0,0,0,0,0,0,0,,0,93,1523,16.38,8,3,,8,,,197,290.3,294.8,243.8,95,2,7
7,8,Warren Moon*,HOU,QB,35,16,16,404,655,4690,23,21,33,68,2.06,2,0,0,,0,11,,2,,,245,245.4,274.9,266.4,94,2,8
8,9,Gary Clark*,WAS,WR,29,16,16,0,0,0,0,0,1,0,0.00,0,70,1340,19.14,10,0,,10,,,194,264.0,267.0,229.0,92,3,9
9,10,Dan Marino*,MIA,QB,30,16,16,318,549,3970,25,13,27,32,1.19,1,0,0,,0,6,,1,,,236,236.0,255.0,249.0,85,3,10
10,11,Andre Reed*,BUF,WR,27,16,16,0,0,0,0,0,12,136,11.33,0,81,1113,13.74,10,1,,10,,,184,264.9,271.4,224.4,82,4,11
11,12,Mark Rypien*,WAS,QB,29,16,16,249,421,3564,28,11,15,6,0.40,1,0,0,,0,9,,1,,,230,230.2,248.7,241.2,79,4,12
12,13,Michael Haynes,ATL,WR,26,16,16,0,0,0,0,0,0,0,,0,50,1122,22.44,11,0,,11,,,178,228.2,231.2,203.2,76,5,13
13,14,Rodney Hampton,NYG,RB,22,14,14,0,0,0,0,0,256,1059,4.14,10,43,283,6.58,0,5,,10,,,189,232.2,240.7,210.7,75,4,14
14,15,Mark Clayton*,MIA,WR,30,16,16,0,0,0,0,0,0,0,,0,70,1053,15.04,12,0,,12,,,177,247.3,250.3,212.3,75,6,15
15,16,Robert Delpino,RAM,RB,26,16,15,0,0,0,0,0,214,688,3.21,9,55,617,11.22,1,3,,10,,,188,242.5,250.0,215.0,74,5,16
16,17,Andre Rison*,ATL,WR,24,16,15,0,0,0,0,0,1,-9,-9.00,0,81,976,12.05,12,1,,12,,,168,248.7,252.2,208.2,65,7,17
17,18,Steve Young,SFO,QB,30,11,10,180,279,2517,17,8,66,415,6.29,4,0,0,,0,3,,4,,,215,215.2,230.7,223.2,64,5,18
18,19,John Elway*,DEN,QB,31,16,16,242,451,3253,13,12,55,255,4.64,6,1,24,24.00,0,12,,6,,,210,211.0,235.0,222.5,59,6,19
19,20,Chris Miller*,ATL,QB,26,15,14,220,413,3103,26,18,32,229,7.16,0,0,0,,0,5,,0,,,210,210.0,236.5,228.0,59,7,20
20,21,Haywood Jeffires*+,HOU,WR,27,16,16,0,0,0,0,0,0,0,,0,100,1181,11.81,7,3,,7,,,157,257.1,261.6,207.1,55,8,21
21,22,Earnest Byner*,WAS,RB,29,16,16,1,4,18,1,0,274,1048,3.82,5,34,308,9.06,0,3,,5,,,167,201.3,208.8,184.3,53,6,22
22,23,Marv Cook*+,NWE,TE,25,16,16,0,0,0,0,0,0,0,,0,82,808,9.85,3,2,,3,,,97,178.8,182.8,137.8,53,2,23
23,24,John Taylor,SFO,WR,29,16,16,0,0,0,0,0,0,0,,0,64,1011,15.80,9,1,,9,,,154,218.1,221.6,186.1,52,9,24
24,25,James Lofton*,BUF,WR,35,15,15,0,0,0,0,0,0,0,,0,57,1072,18.81,8,2,,8,,,153,210.2,214.2,181.7,51,10,25
25,26,Art Monk,WAS,WR,34,16,16,0,0,0,0,0,9,19,2.11,0,71,1049,14.77,8,2,,8,,,153,223.8,227.8,188.3,51,11,26
26,27,Ethan Horton*,RAI,TE,29,16,16,0,0,0,0,0,0,0,,0,53,650,12.26,5,1,,5,,,94,147.0,150.5,120.5,50,3,27
27,28,Eric Green,PIT,TE,24,11,11,0,0,0,0,0,0,0,,0,41,582,14.20,6,2,,6,,,92,133.2,137.2,112.7,48,4,28
28,29,Herschel Walker,MIN,RB,29,15,15,0,0,0,0,0,198,825,4.17,10,33,204,6.18,0,2,,10,,,161,193.9,200.9,177.4,47,7,29
29,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
30,30,Neal Anderson*,CHI,RB,27,13,12,0,1,0,0,0,210,747,3.56,6,47,368,7.83,3,5,,9,,,161,207.5,216.0,184.0,47,8,30
31,31,Jay Novacek*,DAL,TE,29,16,12,0,0,0,0,0,0,0,,0,59,664,11.25,4,3,,4,,,87,146.4,150.9,116.9,43,5,31
32,32,Kevin Mack,CLE,RB,29,14,11,0,0,0,0,0,197,726,3.69,8,40,255,6.38,2,1,,10,,,157,197.1,203.6,177.1,43,9,32
33,33,Christian Okoye*,KAN,RB,30,14,12,0,0,0,0,0,225,1031,4.58,9,3,34,11.33,0,5,,9,,,156,158.5,164.0,157.0,42,10,33
34,34,Jim Harbaugh,CHI,QB,28,16,16,275,478,3121,15,16,70,338,4.83,2,0,0,,0,6,,2,,,193,192.6,217.6,208.6,42,8,34
35,35,Keith Jackson,PHI,TE,26,16,16,0,0,0,0,0,0,0,,0,48,569,11.85,5,2,,5,,,85,132.9,136.9,108.9,41,6,35
36,36,Bernie Kosar,CLE,QB,28,16,16,307,494,3487,18,9,26,74,2.85,0,1,1,1.00,0,10,,0,,,191,192.0,209.0,200.5,40,9,36
37,37,Allen Pinkett,HOU,RB,27,16,16,0,0,0,0,0,171,720,4.21,9,29,228,7.86,1,2,,10,,,153,181.8,188.8,167.3,39,11,37
38,38,John Williams*,SEA,RB,27,16,16,0,0,0,0,0,188,741,3.94,4,61,499,8.18,1,2,,5,,,152,213.0,220.0,182.5,38,12,38
39,39,Floyd Turner,NOR,WR,25,16,4,0,0,0,0,0,0,0,,0,64,927,14.48,8,1,,8,,,140,203.7,207.2,171.7,37,12,39
40,40,Mark Duper,MIA,WR,32,16,16,0,0,0,0,0,0,0,,0,70,1085,15.50,5,0,,5,,,139,208.5,211.5,173.5,36,13,40
41,41,Drew Hill,HOU,WR,35,16,16,0,0,0,0,0,1,1,1.00,0,90,1109,12.32,4,2,,4,,,133,223.0,227.0,178.0,31,14,41
42,42,Steve Jordan*,MIN,TE,30,16,16,0,0,0,0,0,0,0,,0,57,638,11.19,2,2,,2,,,74,130.8,134.8,102.3,30,7,42
43,43,Wendell Davis,CHI,WR,25,16,16,0,0,0,0,0,0,0,,0,61,945,15.49,6,0,,6,,,131,191.5,194.5,161.0,28,15,43
44,44,Ernest Givins,HOU,WR,27,16,16,0,0,0,0,0,4,30,7.50,0,70,996,14.23,5,3,,5,,,130,199.6,204.1,164.6,27,16,44
45,45,Brad Baxter,NYJ,RB,24,16,14,0,0,0,0,0,184,666,3.62,11,12,124,10.33,0,6,,11,,,139,151.0,160.0,145.0,25,13,45
46,46,Rob Moore,NYJ,WR,23,16,16,0,0,0,0,0,0,0,,0,70,987,14.10,5,2,,5,,,127,196.7,200.7,161.7,24,17,46
47,47,Leroy Hoard,CLE,RB,23,16,9,0,0,0,0,0,37,154,4.16,2,48,567,11.81,9,1,,11,,,137,185.1,191.6,161.1,23,14,47
48,48,Cris Carter,MIN,WR,26,16,16,0,0,0,0,0,0,0,,0,72,962,13.36,5,1,,5,,,125,197.2,200.7,161.2,23,18,48
49,49,Henry Ellard,RAM,WR,30,16,16,0,0,0,0,0,0,0,,0,64,1052,16.44,3,1,,3,,,122,186.2,189.7,154.2,20,19,49
50,50,Ernie Jones,PHO,WR,27,16,16,0,0,0,0,0,5,24,4.80,0,61,957,15.69,4,1,,4,,,121,182.1,185.6,151.6,19,20,50
51,51,Marion Butts*,SDG,RB,25,16,8,0,0,0,0,0,193,834,4.32,6,10,91,9.10,1,3,,7,,,132,141.5,146.0,136.5,18,15,51
52,52,Gaston Green*,DEN,RB,25,13,12,0,0,0,0,0,261,1037,3.97,4,13,78,6.00,0,4,,4,,,132,144.5,149.5,138.0,18,16,52
53,53,Sterling Sharpe,GNB,WR,26,16,16,0,0,0,0,0,4,4,1.00,0,69,961,13.93,4,1,,4,,,120,188.5,192.0,154.0,17,21,53
54,54,Irving Fryar,NWE,WR,29,16,15,0,1,0,0,0,2,11,5.50,0,68,1014,14.91,3,2,,3,,,119,186.5,190.5,152.5,16,22,54
55,55,Fred Barnett,PHI,WR,25,15,15,0,0,0,0,0,1,0,0.00,0,62,948,15.29,4,2,,4,,,117,178.8,182.8,147.8,15,23,55
56,56,Craig McEwen,SDG,TE,26,16,6,0,0,0,0,0,0,0,,0,37,399,10.78,3,0,,3,,,58,94.9,97.9,76.4,14,8,56
57,57,Ken Clark,IND,TE,25,16,7,0,0,0,0,0,114,366,3.21,0,33,245,7.42,0,4,,0,,,57,90.1,98.1,73.6,13,9,57
58,58,Rodney Holman,CIN,TE,31,16,15,0,0,0,0,0,0,0,,0,31,445,14.35,2,1,,2,,,56,86.5,90.0,71.0,11,10,58
59,59,Reggie Cobb,TAM,RB,23,16,11,0,0,0,0,0,196,752,3.84,7,15,111,7.40,0,3,,7,,,125,140.3,147.8,132.8,11,17,59
60,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
61,60,Brian Blades,SEA,WR,26,16,16,0,0,0,0,0,2,17,8.50,0,70,1003,14.33,2,1,,2,,,113,183.0,186.5,148.0,11,24,60
62,61,Bill Brooks,IND,WR,27,16,16,0,0,0,0,0,0,0,,0,72,888,12.33,4,0,,4,,,113,184.8,187.8,148.8,11,25,61
63,62,Vince Workman,GNB,RB,23,16,0,0,0,0,0,0,71,237,3.34,7,46,371,8.07,4,3,,11,,,124,169.8,177.3,146.8,10,18,62
64,63,Johnny Johnson,PHO,RB,23,15,13,0,0,0,0,0,196,666,3.40,4,29,225,7.76,2,2,,6,,,123,152.1,159.1,137.6,9,19,63
65,64,Jim Price,RAM,TE,25,12,6,0,0,0,0,0,0,0,,0,35,410,11.71,2,2,,2,,,51,86.0,90.0,68.5,7,11,64
66,65,Leonard Russell,NWE,RB,22,16,15,0,0,0,0,0,266,959,3.61,4,18,81,4.50,0,8,,4,,,120,138.0,145.0,129.0,6,20,65
67,66,Ronnie Harmon,SDG,RB,27,16,0,0,0,0,0,0,89,544,6.11,1,59,555,9.41,1,2,,2,,,120,178.9,185.9,149.4,6,21,66
68,67,Mark Higgs,MIA,RB,25,14,10,0,0,0,0,0,231,905,3.92,4,11,80,7.27,0,3,,4,,,120,130.5,135.0,125.0,6,22,67
69,68,Webster Slaughter,CLE,WR,27,16,16,0,0,0,0,0,0,0,,0,64,906,14.16,3,1,,3,,,108,171.6,175.1,139.6,5,26,68
70,69,Rich Gannon,MIN,QB,26,15,11,211,354,2166,12,6,43,236,5.49,2,1,0,0.00,0,2,,2,,,156,157.2,170.2,162.7,5,10,69
71,70,Lawrence Dawsey,TAM,WR,24,16,10,0,0,0,0,0,1,9,9.00,1,55,818,14.87,3,0,,4,,,107,161.7,164.7,134.2,4,27,70
72,71,Blair Thomas,NYJ,RB,24,16,12,1,1,16,1,0,189,728,3.85,3,30,195,6.50,1,3,,4,,,118,147.9,155.4,132.9,4,23,71
73,72,Ken O'Brien*,NYJ,QB,31,16,16,287,489,3300,10,11,23,60,2.61,0,1,27,27.00,0,6,,0,,,153,153.7,170.7,164.2,2,11,72
74,73,Tim McGee,CIN,WR,27,16,16,0,0,0,0,0,0,0,,0,51,802,15.73,4,1,,4,,,103,154.2,157.7,128.7,1,28,73
75,74,Anthony Carter,MIN,WR,31,15,15,0,0,0,0,0,13,117,9.00,1,51,553,10.84,5,0,,6,,,103,154.0,160.0,128.5,1,29,74
76,75,Cedric Smith,NOR,,23,6,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,1,75
77,76,Terry Orr,WAS,TE,30,16,6,0,0,0,0,0,0,0,,0,10,201,20.10,4,0,,4,,,44,54.1,57.1,49.1,,12,76
78,77,Merril Hoge,PIT,RB,26,16,16,0,0,0,0,0,165,610,3.70,2,49,379,7.73,1,3,,3,,,114,162.9,170.4,138.4,,24,77
79,78,Jessie Hester,IND,WR,28,16,16,0,0,0,0,0,0,0,,0,60,753,12.55,5,3,,5,,,102,162.3,166.8,132.3,,30,78
80,79,Steve DeBerg,KAN,QB,37,16,15,256,434,2965,17,14,21,-15,-0.71,0,0,0,,0,6,,0,,,151,151.1,171.1,165.1,,12,
81,80,Troy Aikman*,DAL,QB,25,12,12,237,363,2754,11,10,16,5,0.31,1,1,-6,-6.00,0,4,,1,,,136,137.1,152.1,146.6,,13,
82,81,Jim Everett,RAM,QB,28,16,16,277,490,3438,11,20,27,44,1.63,0,0,0,,0,12,,0,,,134,133.9,162.9,153.9,,14,
83,82,Boomer Esiason,CIN,QB,30,14,14,233,413,2883,13,16,24,66,2.75,0,0,0,,0,10,,0,,,132,131.9,155.9,147.9,,15,
84,83,Jay Schroeder,RAI,QB,30,15,15,189,357,2562,15,16,28,76,2.71,0,0,0,,0,7,,0,,,131,131.1,153.6,147.1,,16,
85,84,Jeff George,IND,QB,24,16,16,292,485,2910,10,12,16,36,2.25,0,0,0,,0,8,,0,,,128,128.0,147.0,140.0,,18,
86,85,Hugh Millen,NWE,QB,28,13,13,246,409,3073,9,18,31,92,2.97,1,0,0,,0,10,,1,,,128,128.1,154.1,146.1,,17,
87,86,John Friesz,SDG,QB,24,16,16,262,487,2896,12,15,10,18,1.80,0,0,0,,0,10,,0,,,126,125.6,148.6,140.6,,19,
88,87,Jeff Hostetler,NYG,QB,30,12,12,179,285,2032,5,4,42,273,6.50,2,0,0,,0,7,,2,,,126,125.6,139.1,129.6,,20,
89,88,Jim McMahon,PHI,QB,32,12,11,187,311,2239,12,11,22,55,2.50,1,1,-5,-5.00,0,2,,1,,,125,125.6,140.6,136.1,,21,
90,89,Keith Byars,PHI,RB,28,16,16,0,2,0,0,1,94,383,4.07,1,62,564,9.10,3,5,,4,,,112,173.7,183.2,143.7,,26,
91,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
92,90,Brad Muster,CHI,RB,26,11,11,0,0,0,0,0,90,412,4.58,6,35,287,8.20,1,0,,7,,,112,146.9,152.9,129.4,,25,
93,91,Neil O'Donnell,PIT,QB,25,12,8,156,286,1963,11,7,18,82,4.56,1,0,0,,0,11,,1,,,112,111.7,127.2,118.7,,22,
94,92,James Brooks,CIN,RB,33,15,12,0,0,0,0,0,152,571,3.76,2,40,348,8.70,2,5,,4,,,111,150.9,159.4,130.9,,27,
95,93,Ricky Ervins,WAS,RB,23,15,0,0,0,0,0,0,145,680,4.69,3,16,181,11.31,1,1,,4,,,109,125.1,131.6,117.1,,28,
96,94,Kenneth Davis,BUF,RB,29,16,1,0,0,0,0,0,129,624,4.84,4,20,118,5.90,1,0,,5,,,104,124.2,130.2,114.2,,29,
97,95,Dave Krieg,SEA,QB,33,10,9,187,285,2080,11,12,13,59,4.54,0,0,0,,0,6,,0,,,103,103.1,121.1,115.1,,23,
98,96,Eric Martin,NOR,WR,30,16,13,0,0,0,0,0,0,0,,0,66,803,12.17,4,2,,4,,,102,168.3,172.3,135.3,,31,
99,97,Willie Green,DET,WR,25,16,15,0,0,0,0,0,0,0,,0,39,592,15.18,7,0,,7,,,101,140.2,143.2,120.7,,32,
100,98,Robert Clark,DET,WR,26,14,14,0,0,0,0,0,0,0,,0,47,640,13.62,6,0,,6,,,100,147.0,150.0,123.5,,33,
101,99,Gill Fenerty,NOR,RB,28,16,12,0,0,0,0,0,139,477,3.43,3,26,235,9.04,2,1,,5,,,100,126.2,132.7,113.2,,30,
102,100,Ricky Sanders,WAS,WR,31,16,7,0,0,0,0,0,7,47,6.71,1,45,580,12.89,5,0,,6,,,99,143.7,146.7,121.2,,34,
103,101,Steve Bono,SFO,QB,29,9,6,141,237,1617,11,4,17,46,2.71,0,0,0,,0,7,,0,,,98,98.3,108.8,102.3,,24,
104,102,Harold Green,CIN,RB,23,14,10,0,0,0,0,0,158,731,4.63,2,16,136,8.50,0,2,,2,,,97,112.7,119.7,104.7,,31,
105,103,Mark Ingram,NYG,WR,26,16,13,0,1,0,0,0,0,0,,0,51,824,16.16,3,3,,3,,,97,148.4,152.9,122.9,,35,
106,104,Al Toon,NYJ,WR,28,15,15,1,1,27,0,0,0,0,,0,74,963,13.01,0,0,,0,,,97,171.4,174.4,134.4,,36,
107,105,Eddie Brown,CIN,WR,29,13,12,0,0,0,0,0,1,8,8.00,0,59,827,14.02,2,0,,2,,,96,154.5,157.5,125.0,,37,
108,106,Mike Tomczak,GNB,QB,29,12,7,128,238,1490,11,9,17,93,5.47,1,0,0,,0,5,,1,,,96,95.9,110.4,104.9,,25,
109,107,Dwight Stone,PIT,RB,27,16,8,0,0,0,0,0,1,2,2.00,0,32,649,20.28,5,0,,5,,,95,127.1,130.1,111.1,,32,
110,108,Steve Walsh,NOR,QB,25,8,7,141,255,1638,11,6,8,0,0.00,0,0,0,,0,3,,0,,,95,94.5,105.0,100.5,,26,
111,109,Keith Henderson,SFO,RB,25,14,1,0,0,0,0,0,137,561,4.09,2,30,303,10.10,0,4,,2,,,94,124.4,132.4,109.4,,33,
112,110,Erik Kramer,DET,QB,27,13,8,136,265,1635,11,8,35,26,0.74,1,0,0,,0,8,,1,,,94,94.0,109.0,102.0,,27,
113,111,Eric Dickerson,IND,RB,31,10,9,0,0,0,0,0,167,536,3.21,2,41,269,6.56,1,6,,3,,,93,133.5,142.5,113.0,,35,
114,112,Barry Word,KAN,RB,28,16,3,0,0,0,0,0,160,684,4.28,4,2,13,6.50,0,1,,4,,,93,94.7,98.2,93.7,,34,
115,113,Tim Brown*,RAI,WR,25,16,1,0,0,0,0,0,5,16,3.20,0,36,554,15.39,5,1,,6,,,92,128.0,131.5,110.0,,38,
116,114,Ricky Proehl,PHO,WR,23,16,16,0,0,0,0,0,3,21,7.00,0,55,766,13.93,2,0,,2,,,91,145.7,148.7,118.2,,39,
117,115,Gerald Riggs,WAS,RB,31,16,0,0,0,0,0,0,78,248,3.18,11,1,5,5.00,0,1,,11,,,90,91.3,94.8,90.8,,36,
118,116,Steve Sewell,DEN,RB,28,16,1,1,3,24,0,0,50,211,4.22,2,38,436,11.47,2,1,,4,,,89,126.7,133.2,107.7,,37,
119,117,Lorenzo White,HOU,RB,25,13,0,0,0,0,0,0,110,465,4.23,4,27,211,7.81,0,3,,4,,,89,115.6,123.1,102.1,,38,
120,118,Bobby Hebert,NOR,QB,31,9,9,149,248,1676,9,8,18,56,3.11,0,0,0,,0,5,,0,,,88,87.6,101.1,95.6,,29,
121,119,Tom Tupa,PHO,QB,25,11,11,165,315,2053,6,13,28,97,3.46,1,0,0,,0,8,,1,,,88,87.8,107.8,100.8,,28,
122,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
123,120,Tommy Kane,SEA,WR,27,16,15,0,0,0,0,0,0,0,,0,50,763,15.26,2,1,,2,,,87,137.3,140.8,112.3,,40,
124,121,Vinny Testaverde,TAM,QB,28,13,12,166,326,1994,8,15,32,101,3.16,0,0,0,,0,5,,0,,,87,86.9,110.4,101.9,,30,
125,122,Tim Barnett,KAN,WR,23,16,8,0,0,0,0,0,0,0,,0,41,564,13.76,5,0,,5,,,86,127.4,130.4,106.9,,41,
126,123,Steve Broussard,ATL,RB,24,14,5,0,0,0,0,0,99,449,4.54,4,12,120,10.00,1,1,,5,,,86,97.9,104.4,91.9,,39,
127,124,Jeff Kemp,2TM,QB,32,14,7,151,295,1753,9,17,38,179,4.71,0,0,0,,0,5,,0,,,85,85.0,110.5,102.0,,31,
128,125,Dexter Carter,SFO,RB,24,16,15,0,0,0,0,0,85,379,4.46,2,23,253,11.00,1,5,,4,,,82,105.2,113.7,93.7,,40,
129,126,Curtis Duncan,HOU,WR,26,16,16,0,0,0,0,0,0,0,,0,55,588,10.69,4,1,,4,,,82,136.8,140.3,109.3,,43,
130,127,Anthony Miller,SDG,WR,26,13,12,0,0,0,0,0,0,0,,0,44,649,14.75,3,1,,3,,,82,125.9,129.4,103.9,,42,
131,128,Tom Rathman,SFO,RB,29,16,16,0,0,0,0,0,63,183,2.90,6,34,286,8.41,0,2,,6,,,81,114.9,121.9,97.9,,41,
132,129,Mark Carrier,TAM,WR,26,16,16,0,0,0,0,0,0,0,,0,47,698,14.85,2,2,,2,,,80,126.8,130.8,103.3,,45,
133,130,Nate Lewis,SDG,WR,25,16,9,0,0,0,0,0,3,10,3.33,0,42,554,13.19,3,0,,4,,,80,122.4,125.4,101.4,,44,
134,131,Dave Meggett,NYG,RB,25,16,2,0,1,0,0,0,29,153,5.28,1,50,412,8.24,3,8,,5,,,79,128.5,138.5,103.5,,42,
135,132,Louis Lipps,PIT,WR,29,15,14,0,0,0,0,0,0,0,,0,55,671,12.20,2,1,,2,,,78,133.1,136.6,105.6,,46,
136,133,Rodney Peete,DET,QB,25,8,8,116,194,1339,5,9,25,125,5.00,2,0,0,,0,2,,2,,,78,78.1,94.1,87.1,,32,
137,134,Stephen Baker,NYG,WR,27,15,13,0,0,0,0,0,0,0,,0,30,525,17.50,4,0,,4,,,77,106.5,109.5,91.5,,47,
138,135,Roger Craig,RAI,RB,31,15,13,0,0,0,0,0,162,590,3.64,1,17,136,8.00,0,2,,1,,,77,93.6,100.6,85.1,,43,
139,136,Tom Waddle,CHI,WR,24,16,13,0,0,0,0,0,0,0,,0,55,599,10.89,3,2,,3,,,76,130.9,134.9,103.4,,48,
140,137,Harvey Williams,KAN,RB,24,14,1,0,1,0,0,0,97,447,4.61,1,16,147,9.19,2,1,,3,,,76,92.4,98.9,84.4,,44,
141,138,Terry Allen,MIN,RB,23,15,6,0,0,0,0,0,120,563,4.69,2,6,49,8.17,1,4,,3,,,75,81.2,86.2,78.2,,45,
142,139,Mervyn Fernandez,RAI,WR,32,16,13,0,0,0,0,0,0,0,,0,46,694,15.09,1,0,,1,,,75,121.4,124.4,98.4,,49,
143,140,Don Beebe,BUF,WR,27,11,7,0,0,0,0,0,0,0,,0,32,414,12.94,6,3,,6,,,74,106.4,110.9,90.4,,50,
144,141,Brett Perriman,DET,WR,26,15,14,0,0,0,0,0,4,10,2.50,0,52,668,12.85,1,0,,1,,,74,125.8,128.8,99.8,,52,
145,142,Mike Young,DEN,WR,29,16,13,0,0,0,0,0,0,0,,0,44,629,14.30,2,1,,2,,,74,117.9,121.4,95.9,,51,
146,143,Harry Sydney,SFO,RB,32,16,0,0,1,0,0,0,57,245,4.30,5,13,90,6.92,2,3,,7,,,73,85.5,90.0,79.0,,46,
147,144,Greg McMurtry,NWE,WR,24,15,12,0,0,0,0,0,0,0,,0,41,614,14.98,2,1,,2,,,72,113.4,116.9,92.9,,53,
148,145,Mike Pritchard,ATL,WR,22,16,11,0,0,0,0,0,0,0,,0,50,624,12.48,2,2,,2,,,72,122.4,126.4,97.4,,54,
149,146,Bubby Brister,PIT,QB,29,8,8,103,190,1350,9,9,11,17,1.55,0,0,0,,0,4,,0,,,70,69.7,83.7,78.7,,34,
150,147,Phil Simms,NYG,QB,36,6,4,82,141,993,8,4,9,42,4.67,1,0,0,,0,4,,1,,,70,69.9,78.9,73.9,,33,
151,148,Barry Foster,PIT,RB,23,10,9,0,0,0,0,0,96,488,5.08,1,9,117,13.00,1,5,,2,,,68,76.5,85.0,72.0,,47,
152,149,Perry Kemp,GNB,WR,30,16,12,0,0,0,0,0,0,0,,0,42,583,13.88,2,2,,2,,,68,110.3,114.3,89.3,,55,
153,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
154,150,Mark Jackson,DEN,WR,28,12,10,0,0,0,0,0,2,18,9.00,0,33,603,18.27,1,1,,1,,,67,100.1,103.6,83.6,,56,
155,151,James Joseph,PHI,RB,24,16,3,0,0,0,0,0,135,440,3.26,3,10,64,6.40,0,2,,3,,,66,76.4,80.4,71.4,,48,
156,152,Quinn Early,NOR,WR,26,15,12,0,0,0,0,0,3,13,4.33,0,32,541,16.91,2,2,,2,,,65,97.4,101.4,81.4,,57,
157,153,Dalton Hilliard,NOR,RB,27,10,3,0,0,0,0,0,79,252,3.19,4,21,127,6.05,1,3,,5,,,65,85.9,93.4,75.4,,49,
158,154,Reggie Langhorne,CLE,WR,28,14,9,0,0,0,0,0,0,0,,0,39,505,12.95,2,0,,2,,,63,101.5,104.5,82.0,,58,
159,155,Don Majkowski,GNB,QB,27,9,8,115,226,1362,3,8,25,108,4.32,2,0,0,,0,10,,2,,,63,63.3,82.3,71.3,,35,
160,156,Warren Williams,PIT,RB,26,16,3,0,0,0,0,0,57,262,4.60,4,15,139,9.27,0,2,,4,,,62,77.1,84.1,69.6,,50,
161,157,Emile Harry,KAN,WR,28,12,8,0,0,0,0,0,0,0,,0,35,431,12.31,3,0,,3,,,61,96.1,99.1,78.6,,60,
162,158,Craig Heyward,NOR,RB,25,7,4,1,1,44,0,0,76,260,3.42,4,4,34,8.50,1,0,,5,,,61,65.2,68.2,63.2,,51,
163,159,Keith McKeller,BUF,WR,27,16,14,0,0,0,0,0,0,0,,0,44,434,9.86,3,0,,3,,,61,105.4,108.4,83.4,,59,
164,160,Greg Lewis,DEN,RB,22,16,4,0,0,0,0,0,99,376,3.80,4,2,9,4.50,0,3,,4,,,60,61.5,66.0,60.5,,53,
165,161,Fred McAfee,NOR,RB,23,9,0,0,0,0,0,0,109,494,4.53,2,1,8,8.00,0,2,,2,,,60,61.2,65.2,60.7,,52,
166,162,Willie Gault,RAI,WR,31,16,15,0,0,0,0,0,0,0,,0,20,346,17.30,4,0,,4,,,59,78.6,81.6,68.6,,61,
167,163,Darrell Thompson,GNB,RB,24,13,13,0,0,0,0,0,141,471,3.34,1,7,71,10.14,0,1,,1,,,59,66.2,69.7,62.7,,54,
